gene	met.row	expr.row	count
SCGB2A2	14747	15590	2
HIST3H2A	14748	7886	4
CENPI	14749	3582	2
STAC3	14750	17338	2
SNRNP25	14751	16931	2
POLR3K	14751	13774	4
TACO1	14752	17610	2
SMAD7	14753	16486	2
ALX4	14754	606	22
CCRL2	14755	3286	2
TIRAP	14756	18048	2
CDKL5	14757	3497	2
SLC25A37	14758	16216	2
COPE	14760	4096	2
DDX49	14760	4780	2
DHX30	14761	4926	2
CASP5	14762	3000	1
EFCAB4B	14763	5397	2
CPA1	14765	4154	2
MRC2	14766	11123	2
CDC14A	14767	3394	2
CCDC120	14768	3082	2
PSAP	14769	14219	2
PCYT1A	14770	13116	2
KIAA0319L	14771	8930	4
NCDN	14771	11605	4
TSEN15	14772	18766	2
GMIP	14773	7129	2
FOLH1	14775	6585	2
MELK	14776	10805	2
HIST1H2BH	14777	7847	2
HIST1H3F	14777	7860	2
MUDENG	14778	11360	2
EXOC5	14778	5779	2
C20orf12	14779	2283	2
POLR3F	14779	13770	2
ITGAE	14780	8637	2
GSG2	14780	7482	2
TMEM102	14781	18139	2
HCFC1	14782	7675	3
BEND7	14783	1486	2
CDC25C	14784	3403	2
ASNS	14785	1122	2
SCARF2	14786	15551	2
SFRS12	14787	15872	1
FAM84A	14788	6169	2
BPIL2	14789	1581	2
OS9	14790	12751	2
RBX1	14791	14774	2
CCDC101	14792	3062	1
PLA2G4E	14793	13527	2
CDH16	14794	3440	2
SMARCD3	14795	16502	2
ACADL	14796	149	2
MCM7	14797	10723	4
AP4M1	14797	812	4
PPP4R1	14798	13958	2
MNS1	14799	11042	2
FKRP	14800	6460	3
STRN4	14800	17430	3
ARPC4	14801	1042	2
TADA3	14801	17618	2
SRP68	14802	17246	2
TUBA1A	14803	18930	2
ADAMTS13	14804	297	3
AR	14806	1074	11
SREBF1	14807	17231	2
FOXQ1	14808	6639	2
DGKH	14809	4892	2
LDHAL6A	14810	9482	2
CDC14A	14811	3394	2
FAM58A	14812	6108	2
OBFC2B	14813	12275	7
PRPSAP1	14814	14148	2
TTPA	14815	18900	2
HIF1AN	14816	7802	2
DUSP16	14817	5269	2
SH3TC2	14818	15971	2
POLR3K	14819	13774	4
ZNF767	14820	20398	2
SEPHS2	14821	15754	2
SLBP	14822	16087	2
BCAS4	14823	1431	2
POU3F2	14824	13818	2
SEMA3B	14825	15724	11
ADRB1	14826	381	1
SPRR2D	14827	17188	1
RNF40	14828	15116	2
C16orf93	14828	1997	2
B4GALT1	14829	1349	2
E2F5	14830	5327	2
CDYL	14831	3531	2
CDK5R2	14832	3483	2
SRBD1	14833	17223	2
GPR75	14834	7363	2
BAX	14835	1405	2
HLA-DMA	14836	7902	2
MNAT1	14837	11039	1
THAP7	14838	17967	2
FLJ39582	14838	6503	2
HRH1	14839	8072	2
CHST14	14840	3756	2
SRD5A3	14842	17230	2
RPS6KA2	14843	15306	2
TIMM8B	14844	18036	4
SDHD	14844	15665	4
SRF	14845	17234	7
ZFP36L2	14846	19885	2
LOC100129726	14846	9690	2
SLC9A7	14847	16439	2
ATP1A1	14848	1201	2
VPREB1	14849	19397	2
ADPRHL1	14850	372	2
AXIN2	14851	1316	2
TMEM85	14852	18341	2
GPR135	14853	7297	2
MIMT1	14854	10946	7
PEG3	14854	13231	13
ZIM2	14854	19928	17
TMBIM1	14855	18102	2
PNKD	14855	13680	4
L1TD1	14856	9371	1
MPST	14857	11110	2
TST	14857	18837	2
CYP4F22	14858	4593	1
LSM5	14859	10375	3
LAMP2	14860	9401	2
ZNF133	14861	19967	2
PTPRE	14863	14384	2
GRM6	14864	7460	2
SF3A1	14865	15851	2
CCDC157	14865	3118	2
GCLM	14866	6921	2
MMD	14867	11007	2
GOT2	14869	7233	2
AANAT	14870	50	2
PAIP1	14871	12886	2
TRIB2	14872	18630	2
TINAGL1	14873	18042	2
LGALS3BP	14874	9528	2
C3orf64	14875	2494	2
NTSR1	14876	12172	2
DSG3	14877	5231	2
GTF2E2	14878	7519	2
APAF1	14879	814	5
IKBIP	14879	8351	5
TARS	14880	17668	2
HSD17B4	14881	8107	2
NLRP7	14882	11938	2
MAP1LC3A	14884	10554	2
DNAH5	14885	5048	2
OTOP1	14886	12786	1
PPP1R14C	14888	13910	2
IFITM3	14889	8269	1
TNFRSF18	14890	18424	2
WASF2	14891	19471	2
RAB32	14892	14513	6
SNX12	14893	16960	2
DCTD	14894	4717	2
AXL	14895	1317	2
CARD14	14896	2970	2
PM20D1	14897	13653	2
PCDH17	14898	13010	2
LAMA3	14899	9389	1
CATSPER1	14900	3012	2
RASSF7	14901	14689	3
CRHR2	14902	4238	2
PC	14903	13119	4
C20orf117	14904	2279	2
STK31	14905	17394	2
SHROOM3	14906	16007	2
CKAP2L	14907	3800	2
GATA4	14908	6878	15
MGAT4A	14909	10881	1
TARBP2	14910	17662	2
MAP3K12	14910	10569	2
NELL2	14911	11783	2
MAML1	14912	10529	2
TGFBR2	14913	17940	6
SEMA3B	14914	15724	11
MED23	14915	10773	2
LYZL2	14916	10450	1
C14orf162	14917	1881	2
KLRG1	14918	9195	2
CCND2	14921	3253	12
WDR3	14922	19517	2
GDAP2	14922	6935	2
PTPN1	14923	14366	2
NANOS1	14924	11535	2
RBM4	14926	14741	2
CCL23	14927	3229	2
GNA11	14928	7137	2
KCNAB3	14929	8764	2
RAD23B	14930	14578	2
GALNT8	14931	6839	2
PDLIM7	14932	13192	2
NAV1	14933	11569	2
EPB41L5	14934	5627	2
CHST14	14935	3756	2
TACC2	14936	17608	2
C1orf35	14937	2233	2
METT5D1	14938	10827	1
KIF18A	14938	9049	1
SF3B14	14939	15854	2
SLC12A1	14940	16097	1
NLRP4	14941	11935	1
ZNF672	14942	20335	2
SLC4A5	14943	16374	2
YAF2	14944	19699	1
CENPA	14945	3575	2
GPSM1	14946	7390	2
NPAS3	14947	12022	2
TKT	14948	18057	2
IQCF2	14949	8557	2
GPR119	14950	7287	2
RAB15	14951	14493	2
PDYN	14952	13208	2
ZNF273	14953	20056	2
BRP44L	14954	1611	2
KCNK16	14955	8815	3
MPV17	14956	11113	2
UBE3B	14957	19078	4
KCTD10	14957	8852	4
LAMA1	14958	9387	2
HMOX2	14959	7956	1
NMRAL1	14959	11958	1
CCNYL1	14960	3272	2
NKX6-3	14962	11915	2
NEUROG1	14963	11803	6
GPR153	14964	7312	4
ZC3H7A	14965	19810	2
DEF6	14966	4801	2
SPAG4	14967	17061	2
MCM3	14968	10719	2
EIF5B	14969	5508	2
TXNDC9	14969	18994	2
TRAPPC2	14970	18604	4
OFD1	14970	12304	4
GPR3	14971	7348	2
ROMO1	14972	15153	2
NFS1	14972	11837	2
PEX19	14973	13255	2
ZNF622	14974	20302	2
IFITM1	14975	8267	2
PANK1	14976	12907	2
ACBD3	14977	160	2
EIF4E	14978	5500	2
CAPN2	14979	2950	2
MFSD10	14980	10864	2
FBLN5	14981	6234	2
BHLHA15	14982	1504	2
NEU1	14983	11790	2
HNRNPA1	14984	7971	4
ABCG1	14985	105	2
ACYP1	14986	265	2
CYCS	14987	4538	1
WBP5	14988	19485	2
YIPF6	14989	19716	2
STRN	14990	17431	2
CDKL2	14991	3494	2
SEZ6L2	14992	15847	3
ASPHD1	14992	1126	2
ZNF221	14993	20019	2
HOXD9	14994	8042	2
SNTB1	14995	16950	2
EIF3I	14996	5484	4
C1orf91	14996	2264	4
CETN3	14997	3627	2
SUPT4H1	14998	17501	1
ETS1	14999	5747	2
GCK	15000	6919	2
AXIN1	15001	1315	2
SLC37A3	15002	16316	2
CENPQ	15003	3590	3
MUT	15003	11370	3
NOG	15004	11976	2
SURF6	15006	17509	2
FAM55C	15008	6104	4
NFKBIZ	15008	11835	2
GJA4	15009	7037	2
ZNF673	15010	20336	2
AP3B1	15011	803	2
TNFSF12	15012	18437	4
TNFSF12-TNFSF13	15012	18436	4
MRPL54	15013	11185	1
APBA3	15013	817	2
NDUFC1	15014	11737	2
LYL1	15015	10424	2
MAOA	15016	10549	2
LYPD3	15017	10429	2
SLC47A1	15018	16364	2
TRIM62	15019	18685	2
BRS3	15020	1615	1
TYMP	15021	19004	3
SCO2	15021	15623	2
IFIT1	15022	8263	1
APC	15023	826	6
PIK3R1	15024	13435	2
DDIT3	15025	4743	2
MYO9A	15026	11466	2
SENP8	15026	15751	2
TXNDC3	15027	18990	2
PEX14	15028	13253	2
CYFIP1	15029	4539	2
ADAMTS19	15030	303	2
TMEM59	15031	18318	9
C1orf83	15031	2257	9
PAN2	15032	12905	3
TEP1	15033	17875	2
ZNF366	15034	20118	1
CDK2AP2	15035	3478	1
ZBTB40	15036	19777	2
TMEM74	15037	18335	2
URGCP	15038	19229	2
UBE2D4	15038	19045	2
DCTN5	15039	4722	2
PALB2	15039	12896	2
CTPS	15040	4413	2
DNMT1	15041	5120	2
RASSF1	15042	14683	9
WDR52	15043	19528	2
SWAP70	15044	17529	2
C6orf155	15045	2614	2
CD37	15046	3346	2
CEBPG	15047	3549	2
ALKBH1	15048	571	3
C14orf156	15048	1879	3
POLR2C	15049	13752	2
GRHL3	15050	7423	2
LPIN2	15052	10228	2
RIPK2	15054	14998	2
SH2D3A	15055	15941	2
NUP133	15056	12219	2
DSE	15057	5228	4
TSPYL1	15057	18819	2
NECAB3	15058	11755	4
SIRPA	15059	16045	2
MCM2	15060	10716	2
ZFYVE19	15061	19906	3
DNAJC17	15061	5079	3
ZNF236	15062	20033	2
SACM1L	15063	15467	9
LRFN3	15064	10249	2
CABIN1	15065	2849	1
ZNF610	15066	20292	2
ETV6	15067	5755	2
GOLGA4	15068	7196	2
FGF11	15069	6379	2
WDR24	15070	19506	2
MTMR6	15071	11322	2
TMEFF1	15072	18135	2
PIK3R3	15074	13437	2
SLC9A1	15075	16431	1
IL1RL2	15076	8407	2
EFTUD2	15077	5422	2
CCDC103	15077	3065	2
PARP2	15079	12956	2
RPPH1	15079	15265	2
CCDC102B	15080	3064	2
PALM2-AKAP2	15083	12898	3
AKAP2	15083	496	1
LSM4	15084	10374	2
SND1	15085	16586	6
LRRC4	15085	10322	2
TSLP	15086	18785	2
LRRC49	15087	10319	2
THAP10	15087	17959	2
POLE4	15088	13734	1
POFUT2	15092	13720	1
LOC642852	15092	10073	2
IL17RE	15093	8387	3
KLK4	15094	9178	2
MYO1B	15095	11451	2
PPA1	15096	13830	2
ZNF330	15097	20096	2
BAT5	15098	1401	2
MEG3	15099	10792	7
CCDC117	15100	3080	2
UAP1	15101	19020	2
PEX26	15102	13257	2
C11orf67	15103	1769	3
RSF1	15103	15362	3
CLDN1	15104	3839	1
DUOX1	15105	5254	2
DUOXA1	15105	5256	2
WT1	15107	19637	20
WIT1	15107	19603	5
PLA2G4C	15108	13525	2
SUFU	15109	17468	3
FGFBP3	15110	6402	1
RHO	15111	14965	2
MAFG	15112	10478	2
SIRT7	15112	16056	3
AHSA2	15113	464	2
C1orf54	15115	2241	2
TRH	15116	18627	2
RASAL1	15117	14661	2
PLCD1	15118	13554	2
SOCS2	15120	16992	13
HSPB6	15121	8153	2
C19orf55	15121	2114	4
RAB11A	15122	14483	1
ARAP2	15123	901	2
HSPA12B	15124	8135	2
MRPL42	15125	11172	2
HHLA3	15126	7794	3
ANKRD13C	15126	689	3
SPEF2	15127	17122	2
C7orf68	15129	2705	2
TTN	15130	18898	1
MAPK12	15131	10597	2
MT1E	15132	11272	2
C8G	15133	2713	3
FBXW5	15133	6305	2
LOC388387	15134	9980	2
LYPD4	15135	10430	2
DMRTC2	15135	5034	2
FBLN1	15136	6232	2
SH3BP4	15137	15954	2
GALNT11	15138	6828	2
EPHA2	15139	5638	2
FKBP11	15140	6444	2
MIXL1	15141	10960	2
ITGB1	15142	8645	2
SULT2B1	15143	17483	2
NUPR1	15144	12241	2
C22orf34	15145	2376	1
KATNB1	15146	8738	2
CPA1	15147	4154	2
RASGRF1	15148	14670	2
EPHX4	15149	5653	2
SEPN1	15150	15755	2
DLGAP1	15151	4999	2
CNNM3	15152	3979	2
PF4	15153	13265	2
DLG1	15154	4994	2
GNAS	15155	7149	29
GNASAS	15155	7148	12
PPPDE1	15156	13963	2
ECSIT	15157	5357	2
ADI1	15158	356	1
MEST	15159	10820	9
VSTM2A	15160	19441	2
GRAMD3	15161	7407	2
LCTL	15162	9477	2
CD164L2	15163	3306	2
XRCC1	15164	19686	2
PRPH2	15165	14143	1
TMEM55A	15166	18313	2
CASP3	15168	2998	3
CCDC111	15168	3074	3
UBE2T	15169	19071	2
CDH12	15170	3437	3
C22orf28	15171	2370	2
UNC13D	15172	19185	2
DAND5	15173	4639	2
GSTA5	15174	7494	2
PCDH20	15175	13014	2
KCNA4	15176	8758	2
LSR	15177	10380	2
AIG1	15178	474	2
PADI2	15179	12867	2
PGM3	15180	13313	4
RWDD2A	15180	15418	4
C9orf24	15181	2788	2
UBR7	15182	19104	2
C14orf142	15182	1872	2
PDZK1IP1	15183	13216	2
PRKAB2	15184	14058	2
SALL3	15186	15476	1
LPAR1	15187	10212	2
GLIS2	15188	7081	2
CX3CL1	15189	4466	2
DIS3L	15190	4961	2
KCND1	15191	8771	2
CYP2C8	15192	4571	1
COG3	15193	4024	2
SMPD3	15194	16533	7
PTGER3	15195	14326	2
IL2RG	15196	8430	2
NALCN	15197	11532	2
ZNF331	15198	20097	2
TP53	15199	18530	3
WRAP53	15199	19629	3
SPG7	15200	17131	2
CAB39L	15201	2846	4
RABGAP1	15203	14558	3
CST9L	15204	4354	2
SCCPDH	15205	15575	2
DTNBP1	15206	5243	2
OSBPL1A	15207	12755	2
WBP5	15208	19485	2
SFXN2	15209	15903	4
ARL3	15209	1003	4
COG4	15210	4025	3
SF3B3	15210	15857	3
MRPL12	15211	11142	8
PGM2L1	15212	13311	2
C17orf61	15213	2026	2
PPARGC1B	15214	13844	2
HCFC1	15215	7675	3
FER	15216	6359	1
SAC3D1	15217	15466	1
LZIC	15218	10454	3
HSPB2	15219	8151	4
CRYAB	15219	4275	2
C10orf26	15220	1701	2
PLA2G4E	15221	13527	2
UBAC1	15222	19028	2
EFNA5	15223	5414	2
UTP14A	15224	19302	2
SETMAR	15225	15844	2
IL1R1	15226	8401	2
LIX1	15227	9623	2
TROVE2	15228	18728	2
UCHL5	15228	19121	2
ACTR2	15229	248	2
DLX1	15230	5010	2
TRIM65	15231	18688	2
TRIM31	15232	18651	2
SMOC1	15233	16527	2
TRAP1	15234	18599	2
CBR4	15235	3037	2
ZNF12	15236	19964	2
TLR7	15237	18077	1
CNOT6	15238	3987	2
CTSL1	15239	4428	2
NRBP1	15240	12103	2
C14orf126	15241	1865	2
PYCARD	15242	14444	6
CCIN	15243	3212	2
USP37	15244	19273	1
RQCD1	15244	15329	3
ATP5O	15245	1236	2
C1orf106	15246	2159	2
SCTR	15247	15634	2
TMEM198	15248	18246	2
CHPF	15248	3723	2
SPR	15249	17201	2
BCKDHB	15250	1438	2
MRPS11	15251	11189	2
MRPL46	15251	11176	2
ARHGAP25	15252	938	2
DSG2	15253	5230	2
AP3S1	15254	808	4
ATG12	15254	1163	4
LTF	15255	10395	2
COL4A1	15256	4055	2
COL4A2	15256	4056	2
TIMM17A	15257	18030	1
URGCP	15258	19229	2
UBE2D4	15258	19045	2
NIPAL2	15259	11879	1
ZNF169	15260	19986	2
LRRC23	15261	10288	2
CENPN	15262	3587	4
C16orf61	15262	1974	4
NUP155	15263	12221	2
PRSS35	15264	14196	2
H19	15265	7592	14
CARS2	15266	2981	2
TGFBR2	15267	17940	6
RPL29	15268	15225	2
RUSC2	15269	15414	2
KIAA0319L	15270	8930	4
NCDN	15270	11605	4
CCDC113	15271	3076	2
SLC25A17	15272	16194	2
SDS	15273	15674	2
TACR2	15274	17612	2
ZFAND2B	15275	19867	2
TMEM130	15276	18166	1
RBM34	15277	14729	2
SLC6A11	15278	16391	2
LRRC1	15279	10286	2
ACBD5	15280	162	2
SUB1	15282	17462	2
TRDMT1	15283	18612	2
PPM1G	15284	13889	3
TMEM163	15285	18204	2
ACAT2	15286	159	2
ERI2	15287	5700	4
LOC81691	15287	10176	4
NBAS	15288	11572	1
TEAD2	15289	17855	4
NHEDC2	15290	11853	2
SIP1	15291	16040	2
ATP6V0D1	15292	1247	2
STRN3	15293	17429	4
AP4S1	15293	813	4
SCRT1	15294	15632	2
KAZALD1	15295	8739	2
RFPL1S	15297	14865	1
RFPL1	15297	14866	1
TMEM9	15298	18362	2
NSUN4	15299	12141	2
EVC2	15300	5757	2
EVC	15300	5758	2
DOK7	15301	5148	2
GPR176	15302	7326	2
ARSG	15304	1061	4
CHP2	15305	3721	2
TMEM59	15307	18318	9
C1orf83	15307	2257	9
BHLHB9	15308	1505	2
VRK2	15309	19431	2
CLDN14	15311	3833	2
C20orf85	15312	2325	2
PQLC2	15313	13975	2
AKR7A2	15313	521	2
FAM84B	15314	6170	2
KRTAP4-4	15315	9335	1
ZMYM6	15316	19948	2
ALG12	15317	559	4
CRELD2	15317	4234	4
CEACAM5	15318	3541	2
H19	15319	7592	14
RFXAP	15320	14886	2
DCTN6	15321	4723	2
TMEM51	15322	18309	4
HES6	15323	7765	2
UBD	15324	19037	2
AGPAT3	15325	433	2
HNRNPF	15326	7979	1
ALDH3B1	15327	545	2
CYP19A1	15328	4551	2
SSX7	15329	17302	2
PTCH2	15330	14311	1
PLD1	15331	13568	1
SH3BGRL2	15332	15948	2
DNM2	15333	5117	7
ITGAM	15334	8639	2
FOS	15335	6593	2
FGF3	15336	6393	2
TFEC	15337	17920	2
DNASE2	15338	5109	2
HNRNPH3	15340	7982	3
PBLD	15340	12988	3
GALR1	15341	6847	7
ICOS	15342	8226	1
GJA3	15343	7036	2
RAB27A	15344	14506	2
ACAA1	15345	141	2
MYD88	15345	11403	3
SKIL	15346	16071	2
CROT	15347	4263	6
TP53TG1	15347	18527	6
C2orf44	15349	2408	2
CD302	15350	3341	2
PLD4	15351	13571	2
RBM42	15352	14734	2
OGG1	15353	12311	2
PRG2	15354	14040	1
FIGNL1	15355	6432	2
GLRX2	15356	7094	2
PCDHGA4	15357	13058	11
PCDHGC3	15357	13072	5
PCDHGA12	15357	13054	7
PCDHGA11	15357	13053	7
PCDHGA9	15357	13063	9
PCDHGA1	15357	13055	11
PCDHGB1	15357	13064	11
PCDHGC4	15357	13073	4
PCDHGB6	15357	13069	9
PCDHGB3	15357	13066	11
PCDHGB7	15357	13070	9
PCDHGA6	15357	13060	11
PCDHGA8	15357	13062	9
PCDHGA10	15357	13052	9
PCDHGA5	15357	13059	11
PCDHGB4	15357	13067	11
PCDHGA3	15357	13057	11
PCDHGA2	15357	13056	11
PCDHGA7	15357	13061	11
PCDHGB2	15357	13065	11
PCDHGB5	15357	13068	9
GPR77	15358	7364	2
ROR1	15359	15157	2
MFSD4	15360	10870	1
LTB4R2	15361	10386	4
CIDEB	15361	3781	5
LTB4R	15361	10387	3
KLHDC1	15362	9125	2
TMEM63A	15363	18323	2
INTS3	15364	8525	2
C3orf26	15365	2466	4
MEG3	15366	10792	7
DACH2	15367	4628	2
CD300LF	15368	3339	2
RAB37	15368	14519	4
SPINT2	15369	17156	2
TBX22	15370	17768	2
MPZL2	15371	11115	2
ZEB2	15372	19863	2
ACTN4	15373	244	2
B4GALT2	15375	1350	2
RAB36	15376	14518	2
CSGALNACT1	15377	4309	2
CGGBP1	15378	3655	2
NR1H4	15379	12079	2
PTPRK	15380	14389	2
ZFP82	15381	19894	2
DUSP22	15382	5274	2
CTTN	15383	4437	2
ATP5S	15384	1238	4
L2HGDH	15384	9372	4
ARHGAP1	15385	932	3
ZNF408	15385	20139	3
SETMAR	15386	15844	2
PRPF3	15387	14136	1
THRB	15388	17993	5
CLIC3	15389	3888	2
DNM2	15391	5117	7
TMEM111	15392	18149	2
BCL7B	15393	1457	2
UAP1L1	15394	19019	2
LOC93622	15395	10194	2
PTOV1	15396	14351	2
LPAL2	15397	10211	1
POP1	15398	13794	3
HRSP12	15398	8079	2
KCNIP4	15399	8795	2
SRD5A2	15400	17229	2
STAB1	15401	17335	2
RPS15	15402	15279	2
GSTO2	15405	7504	2
LRRC23	15406	10288	2
ICA1	15407	8217	3
RUNDC3B	15408	15408	3
ABCB1	15408	76	3
EPHA2	15409	5638	2
ADRB2	15410	382	2
SULT1A3	15411	17476	2
GIYD2	15411	7033	2
BOLA2	15411	1573	2
PAX2	15412	12978	2
CCDC52	15413	3154	1
PDZRN4	15414	13220	1
PAN2	15415	12905	3
CNPY2	15415	3992	1
WFDC3	15416	19579	4
DNTTIP1	15416	5125	4
SERPINB5	15417	15808	7
LRRC8B	15418	10338	2
KCTD7	15419	8870	2
GLYAT	15420	7117	1
KCNAB1	15421	8762	2
GRIA2	15422	7426	2
C22orf27	15423	2369	2
PARD6A	15424	12940	4
ACD	15424	172	4
BACE1	15425	1360	2
METT11D1	15426	10826	2
FAM149B1	15427	5939	2
ECD	15427	5345	2
GORASP1	15428	7227	2
TTC21A	15428	18849	2
ABCA2	15429	66	4
C9orf139	15429	2769	6
CNNM1	15430	3977	2
MORN4	15431	11076	2
FRAT1	15432	6651	2
MDM2	15434	10744	2
TFAP2D	15435	17908	2
TMED9	15436	18134	2
MYL3	15437	11429	1
CNNM2	15438	3978	2
DSC3	15439	5217	2
HNMT	15440	7968	2
PDCD10	15441	13121	2
SERPINI1	15441	15822	3
FGFR4	15442	6408	2
ATP2A3	15443	1211	2
MARK3	15444	10638	2
MKNK1	15445	10967	2
WT1	15446	19637	20
SMO	15447	16530	2
GGT5	15449	6994	1
C3orf45	15450	2480	2
PSMB8	15451	14261	2
CDX1	15452	3524	2
DFFA	15453	4870	2
SNCA	15454	16583	2
SNX12	15456	16960	2
ZNF580	15457	20268	3
CPN1	15458	4174	1
SCN3B	15459	15610	2
CTNNAL1	15460	4405	2
C1orf124	15461	2171	4
EXOC8	15461	5783	4
TNFRSF12A	15462	18419	2
CHST1	15463	3758	1
FOXD3	15464	6603	2
LPAR5	15465	10216	2
PCK2	15467	13086	2
NDST1	15468	11703	2
PYCARD	15469	14444	6
COL18A1	15470	4040	4
FDPS	15471	6342	2
NOL12	15472	11979	1
MT1X	15473	11279	2
MRPL41	15474	11170	4
MAMSTR	15475	10533	2
SDF2L1	15476	15654	2
FFAR2	15477	6368	2
TUB	15478	18960	2
PIM2	15479	13445	2
DEFA5	15480	4805	2
TARDBP	15481	17663	2
TTC35	15482	18865	2
SAA1	15483	15461	1
ANAPC13	15484	647	4
CEP63	15484	3607	4
C1orf116	15485	2168	2
LIN7C	15486	9601	2
BDNFOS	15486	1475	2
MYH11	15487	11410	2
SLC9A8	15488	16440	2
AKR1B10	15490	511	2
TMCC1	15491	18113	2
DYSF	15492	5317	1
ALG2	15493	565	2
SEC61B	15493	15701	2
COQ6	15494	4115	3
FAM161B	15494	5961	3
BPI	15495	1583	2
STX5	15496	17448	2
TALDO1	15498	17649	2
SPEN	15499	17125	2
FLJ37453	15499	6501	2
NGB	15500	11844	1
C11orf73	15501	1773	2
SOCS3	15502	16993	2
ST6GALNAC1	15503	17317	2
PRCC	15504	14005	2
WNT7B	15505	19624	2
CSNK2A2	15506	4332	2
FGD2	15507	6373	2
ANXA6	15508	778	2
FMO1	15510	6557	1
BTNL9	15511	1666	2
RYR1	15512	15431	2
TMUB2	15513	18399	2
C17orf65	15513	2030	2
SIT1	15514	16057	1
TMEM171	15515	18213	2
HIST1H1E	15516	7827	1
HOXD8	15517	8041	2
ITIH5L	15518	8659	1
GLS	15519	7099	2
ALX4	15520	606	22
ATP10A	15521	1189	14
GBA	15522	6894	2
TGFBR1	15523	17939	1
YSK4	15524	19729	1
FCGRT	15525	6324	2
ZNF414	15526	20141	2
LCE1D	15527	9445	1
C17orf66	15528	2031	1
ZNF649	15529	20320	2
CDH4	15530	3452	1
HSF2BP	15531	8118	5
TFAP2C	15533	17907	1
ACSL4	15534	216	2
NDUFA2	15535	11712	2
IK	15535	8361	2
NAPRT1	15536	11550	2
LRRN4CL	15537	10353	2
OBP2B	15538	12277	1
H3F3A	15539	7607	2
HOXB8	15540	8023	2
ZNF180	15541	19992	2
EOMES	15542	5617	2
COG1	15543	4022	2
REXO2	15544	14854	2
PIP	15545	13463	2
FGF12	15546	6380	2
CLDN4	15547	3846	1
PPP1R9A	15548	13932	6
C7orf47	15549	2687	2
PAFAH2	15550	12876	2
GRK7	15551	7453	1
TRAF1	15552	18581	2
EMR3	15553	5574	4
TMEM132A	15554	18168	2
GJB4	15555	7044	2
SYNGR2	15556	17554	2
PYCRL	15557	14447	2
STRN	15558	17431	2
KIAA1279	15560	8986	2
ZFP36L1	15561	19884	2
SMPD4	15562	16534	4
FAM128B	15562	5913	4
UGT1A9	15563	19152	8
UGT1A10	15563	19144	10
UGT1A8	15563	19151	10
CRYBA4	15564	4278	2
MYBPC2	15565	11390	1
HYAL4	15566	8203	2
GSTZ1	15567	7510	4
POMT2	15567	13789	4
C3orf38	15568	2476	2
PURA	15569	14414	2
RNF141	15570	15064	2
DHTKD1	15571	4922	2
WDR61	15572	19536	2
OTUB1	15573	12792	2
IP6K1	15574	8536	3
GMPPB	15574	7133	2
VEPH1	15575	19364	2
PTX3	15575	14409	1
ZC3H15	15576	19805	2
NIPA2	15577	11877	2
SAMD10	15578	15478	2
CLSTN3	15579	3926	3
RBP5	15579	14768	2
BAG5	15580	1369	2
C14orf153	15580	1878	2
FAM187B	15581	6010	2
NRXN3	15582	12128	2
RTDR1	15583	15381	4
HTATIP2	15585	8166	2
HEY1	15586	7774	1
SMOX	15587	16529	2
PSMA7	15588	14250	3
SS18L1	15588	17266	3
HSBP1	15589	8094	1
SLC35D2	15590	16298	1
TAAR1	15591	17595	1
SDCCAG3	15592	15652	2
PMPCA	15592	13667	2
SLCO1A2	15593	16442	1
IAPP	15593	8211	1
TSC22D2	15594	18762	2
SLC38A4	15595	16323	2
SNTG1	15597	16952	2
C2orf63	15599	2424	2
RPS27A	15599	15292	2
RAB3IL1	15600	14529	2
URB2	15601	19228	2
TAF5L	15601	17634	2
MUC4	15602	11355	1
USH2A	15604	19239	2
ZNF365	15605	20117	2
PPIL1	15606	13875	2
TSPAN14	15607	18795	2
RGS9	15608	14930	2
CYB561D2	15609	4521	4
WBP4	15611	19484	2
RPTOR	15612	15324	2
SRD5A3	15613	17230	2
MAGEC2	15614	10501	2
SACM1L	15616	15467	9
RPL19	15617	15205	2
ABRA	15618	136	2
POU4F1	15620	13821	2
CCDC138	15621	3098	2
KRTAP15-1	15622	9302	2
OTX2	15623	12803	1
RCBTB1	15624	14780	2
ZNF512	15625	20210	5
C9orf114	15627	2756	2
OXSM	15628	12817	2
NGLY1	15628	11850	2
RBM8A	15629	14745	1
TMEM45A	15630	18302	2
MPPED1	15631	11107	2
RPS6KC1	15632	15313	2
MITD1	15633	10958	3
MRPL30	15633	11159	3
RAD52	15634	14586	2
KIF17	15635	9048	2
SEC23B	15636	15691	2
SNX5	15637	16983	2
C20orf72	15637	2322	2
KCNQ2	15638	8838	2
SLC25A34	15639	16213	2
MAMDC4	15640	10528	2
IL5	15641	8443	2
APBA1	15642	815	4
GPR65	15643	7360	1
ESR1	15644	5728	7
RPN2	15646	15258	2
C20orf132	15646	2284	2
DOPEY1	15647	5153	1
ONECUT1	15648	12334	1
TRIM27	15649	18647	2
SF3A1	15650	15851	2
CCDC157	15650	3118	2
EGLN3	15651	5431	2
EIF4E	15652	5500	2
SAP130	15653	15495	2
PNPLA7	15654	13704	2
MRPL41	15654	11170	4
C6orf146	15656	2609	1
C6orf201	15656	2631	1
SLC16A11	15657	16118	2
MAP3K14	15658	10571	2
LPPR3	15659	10234	2
DDX17	15660	4758	4
HSD17B11	15661	8100	2
FAM135B	15662	5927	2
MARK4	15663	10639	2
GFER	15664	6968	1
BATF	15665	1404	2
MRPL35	15666	11163	2
